obs,id,like,comment,share,engagement,log_engage,length,question,valence,hashtag,picture,url,at_mention,emoji
693,133581,9,7,1,17,2.8903717578961645,43,0,0.0,0,1,1,0,0
694,133582,3,1,0,4,1.6094379124341003,39,0,3.2,0,1,1,0,0
695,133583,7,2,1,10,2.3978952727983707,12,0,3.9483,0,1,1,0,0
696,133584,10,6,0,16,2.833213344056216,17,0,3.638999999999999,0,0,0,0,1
697,133585,5,5,0,10,2.3978952727983707,19,0,0.0,0,0,0,0,1
698,133586,4,5,1,10,2.3978952727983707,44,0,3.3,0,1,1,0,0
699,133587,1,1,1,3,1.3862943611198906,47,0,0.0,0,1,1,0,0
700,133588,11,9,2,22,3.1354942159291497,14,0,3.638999999999999,0,1,1,0,1
701,133589,4,21,2,27,3.332204510175204,39,0,0.0,0,0,0,0,0
702,133591,38,27,5,70,4.2626798770413155,35,0,3.746266666666667,0,1,2,0,1
703,133592,54,22,5,81,4.406719247264253,31,0,0.0,0,2,1,1,1
704,133593,77,33,9,119,4.787491742782046,18,0,3.7575,0,1,2,0,1
705,133594,128,73,13,214,5.3706380281276624,13,0,3.7667,0,1,1,0,1
706,133595,331,572,55,958,6.8658910748834385,17,0,0.0,2,1,2,1,0
707,133596,221,74,22,317,5.762051382780177,22,0,0.0,0,1,1,0,0
708,133597,369,210,39,618,6.428105272684596,0,0,0.0,0,1,1,1,1
709,133598,469,833,101,1403,7.247080584585756,28,1,2.0938,2,0,1,1,1
710,133600,644,1115,139,1898,7.549082710812286,23,0,0.0,2,0,2,1,0
711,133601,423,791,83,1297,7.168579897264035,17,0,0.0,2,0,2,1,1
712,133602,521,878,113,1512,7.321849713788356,23,0,0.0,2,0,2,1,0
713,133603,385,681,70,1136,7.036148493750536,24,0,0.0,2,0,2,1,1
714,133604,499,822,94,1415,7.255591274253665,35,0,3.7667,3,0,2,1,0
715,133605,757,1274,148,2179,7.687080155783135,19,0,0.0,3,0,1,1,0
716,133606,395,583,71,1049,6.956545443151569,14,0,0.0,2,0,2,1,0
717,133607,593,824,93,1510,7.32052696227274,21,0,0.0,2,1,2,1,0
718,133609,120,126,21,267,5.5909869805108565,30,0,0.0,3,0,2,2,0
719,133610,110,90,22,222,5.407171771460119,28,0,2.9643,2,0,2,2,0
720,133614,202,26,23,251,5.529429087511423,25,0,3.2642,1,0,2,1,1
721,133616,74,49,11,134,4.90527477843843,34,0,0.0,2,0,2,1,0
722,133617,27,12,0,39,3.6888794541139363,17,0,3.784149999999999,0,0,1,1,0
723,133618,31,23,5,59,4.0943445622221,29,0,3.705399999999999,2,0,2,1,0
724,133619,31,20,10,61,4.127134385045092,20,0,2.5,2,0,2,1,1
725,133620,29,22,6,57,4.060443010546419,26,1,0.0,3,0,2,1,0
726,133622,33,30,5,68,4.23410650459726,31,1,0.0,2,0,1,1,0
727,133623,35,24,4,63,4.1588830833596715,18,0,0.0,2,0,2,1,0
728,133624,48,37,10,95,4.564348191467836,28,0,0.0,2,0,2,1,0
729,133625,55,41,8,104,4.653960350157523,32,0,0.0,3,0,2,1,1
730,133626,38,17,5,60,4.110873864173311,19,0,0.0,2,0,2,1,0
731,133628,46,12,7,65,4.189654742026425,19,1,2.71968,0,0,1,1,0
732,133630,35,21,5,61,4.127134385045092,24,0,3.15625,0,1,2,0,0
733,133631,35,35,3,73,4.30406509320417,21,0,0.0,0,1,2,0,1
734,133633,31,20,5,56,4.04305126783455,44,0,1.854133333333333,0,1,1,0,2
735,133634,55,21,10,86,4.465908118654584,38,0,0.0,0,0,1,3,0
736,133635,493,32,38,563,6.335054251498059,38,1,0.0,0,1,1,0,2
737,133636,202,36,25,263,5.575949103146316,38,0,0.7000000000000002,1,1,1,1,1
738,133637,2171,80,223,2474,7.813995675002791,32,1,1.02,0,1,1,0,1
739,133638,19,17,1,37,3.6375861597263857,25,0,3.0125,0,1,1,0,2
740,133639,27,21,5,53,3.9889840465642745,29,0,2.7845,1,1,1,0,1
741,133640,12,20,4,36,3.6109179126442243,12,1,3.3929,0,0,0,0,2
742,133641,242,55,21,318,5.765191102784844,23,1,3.3333,0,1,1,0,2
743,133642,17,20,3,40,3.713572066704308,19,1,0.0,0,1,1,0,3
744,133643,13,19,2,34,3.5553480614894135,21,1,-3.06,1,1,1,0,1
745,133644,11,19,1,31,3.4657359027997265,26,0,2.58325,1,1,1,0,2
746,133645,476,51,62,589,6.380122536899765,21,0,2.82,0,1,1,0,1
747,133646,368,35,59,462,6.137727054086234,31,1,3.39335,0,0,1,0,3
748,133647,435,44,55,534,6.282266746896006,29,1,3.31275,0,1,1,1,2
749,133648,753,75,72,900,6.803505257608338,28,0,3.0484,0,1,2,0,0
750,133649,3,15,0,18,2.9444389791664403,24,0,2.01775,0,0,0,0,0
751,133650,7,9,1,17,2.8903717578961645,29,1,0.4687999999999999,1,0,0,0,0
752,133651,3,12,1,16,2.833213344056216,9,1,3.7667,0,0,0,0,0
753,133652,3,7,1,11,2.4849066497880004,17,1,0.0,1,0,1,0,1
754,133653,5,20,1,26,3.295836866004329,26,0,0.2407000000000001,0,1,2,0,1
755,133654,18,17,0,35,3.58351893845611,33,0,0.0,1,1,1,1,1
756,133655,5,26,0,31,3.4657359027997265,28,0,3.4907,1,1,2,0,1
757,133657,558,55,47,660,6.493753839851686,22,1,2.62352,0,1,1,0,1
758,133658,709,52,81,842,6.736966958001855,27,1,2.5,0,1,2,0,2
759,133661,11,13,0,24,3.2188758248682006,27,1,0.0,0,1,2,0,2
760,133662,15,17,2,34,3.5553480614894135,15,0,0.0,0,1,2,0,2
761,133663,14,17,2,33,3.5263605246161616,34,1,0.0,0,1,2,0,1
762,133664,8,11,0,19,2.995732273553991,22,1,2.85285,1,1,2,0,1
763,133665,11,12,0,23,3.1780538303479458,21,0,3.12645,1,1,2,0,1
764,133666,11,13,0,24,3.2188758248682006,3,0,0.0,1,0,1,0,1
765,133667,4,10,0,14,2.70805020110221,21,0,3.5277,1,1,1,3,1
766,133669,8,15,2,25,3.258096538021482,26,1,3.705399999999999,0,1,2,0,1
